name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
"National Convent School, Morchaghar",Private Schools,"Mirzapur, Uttar Pradesh",05442 359 451,https://sites.google.com/view/ncsmzp/home,,,"Morcha Ghar, Civil Lines Rd, Pathanpatti, Mirzapur, Uttar Pradesh 231001",Open · Closes 3 pm,"{'latitude': 25.1581494, 'longitude': 82.5876497}",0x398fc1b9f5656baf:0x6296dbe9d3fbdefd
द रेडिएंट इंटरनेशनल स्कूल,Private Schools,"Mirzapur, Uttar Pradesh",094527 21575,https://www.trischunar.in/,,,"Durga ji Road, Chunar, Uttar Pradesh 231304",Open · Closes 2 pm,"{'latitude': 25.096713599999998, 'longitude': 82.8658107}",0x398fb57645e2dce1:0x44bd1e21e187a3f5
Opus International School,Private Schools,"Mirzapur, Uttar Pradesh",,,,,"4HRC+7RX, Angarh Rd, opposite to bsnl telephone exchange, Dhauru Pur, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.140734499999997, 'longitude': 82.5720968}",0x398fc02d8da187c9:0x5c009117aa063bcd
Shemford School,Private Schools,"Mirzapur, Uttar Pradesh",077040 01681,https://mirzapur-shemford.com/,,,"National Highway 35, Bari Basahi, Mirzapur, Uttar Pradesh 231001",Open · Closes 3 pm,"{'latitude': 25.1478768, 'longitude': 82.5317415}",0x398fea59908e20ef:0x27010f2b31a0f767
JAIDEEP PUBLIC SCHOOL,Private Schools,"Mirzapur, Uttar Pradesh",094503 19609,http://jaideeppublicschool.com/,,,"5GJ7+9V4, Majhara, Uttar Pradesh 231312",Open · Closes 1:45 pm,"{'latitude': 25.1808858, 'longitude': 82.51470119999999}",0x398febd3b6f8f729:0x3f5fd3d1a1b33e1d
Prabhat Institute,Coaching Institutes,"Mirzapur, Uttar Pradesh",,http://prabhatinstitute.com/,4.8,168,"Sabri, Ganga Darshan Colony, Nai Dasami, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.141237, 'longitude': 82.55778629999999}",0x398fea81206e09e3:0xe61e7beb040e308
"Aakash Institute, Mirzapur",Coaching Institutes,"Mirzapur, Uttar Pradesh",063935 55071,https://centers.aakash.ac.in/aakash-institute-mirzapur-coaching-center-tehsil-chauraha-mirzapur-373791/Home?utm_source=locator&utm_medium=googleplaces,4.8,65,"1st Floor, Kesar Hari Complex, Tehsil Chauraha, near Sita Hospital, Aghauli, Mirzapur, Uttar Pradesh 231001",Open · Closes 7:30 pm,"{'latitude': 25.143377299999997, 'longitude': 82.58116509999999}",0x398fc1295c91dead:0x31bc7dbe9c5de272
VIBRANT CLASSES MIRZAPUR,Coaching Institutes,"Mirzapur, Uttar Pradesh",082993 02497,,4.4,35,"Panjab national bank ke upar, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1530216, 'longitude': 82.58197109999999}",0x398fc1b2fcb8c00b:0xbd3ff212caaf98ba
A.R. Classes Coaching Institute,Coaching Institutes,"Mirzapur, Uttar Pradesh",095596 68992,,4.7,21,"Satti Rd, Lal Diggi, Bundelkhandi, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.150281, 'longitude': 82.5640695}",0x398fc1d5d7bc950f:0x35fe8198ed26a650
Chemistry Classes by Rishi Kant Srivastava,Coaching Institutes,"Mirzapur, Uttar Pradesh",098387 50327,,5,24,"Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1520019, 'longitude': 82.5798377}",0x398fc110e5af75a1:0xca337a3195622e6a
Solvers Institute Mirzapur,Coaching Institutes,"Mirzapur, Uttar Pradesh",093071 07521,,4.4,18,"Musaffarganj Rd, Gosain Tola, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 7 pm,"{'latitude': 25.1468223, 'longitude': 82.5595245}",0x398fea7fac2f5b43:0xef27bef3936d9b6a
Preksha Academy,Coaching Institutes,"Mirzapur, Uttar Pradesh",075220 80308,,4.7,107,"Pansari Tola, Omkar Lal Bhawan, Tathai Rd, near Neel Kamal Hotel, Paira Tola, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1438728, 'longitude': 82.56629649999999}",0x398fc1de50d93999:0xc5a8b85783149d2f
Tiwari Academy Coaching center,Coaching Institutes,"Mirzapur, Uttar Pradesh",075258 03019,https://www.tiwariacademy.com/ncert-solutions/,4.5,18,"Tondonpuri colony, Shetala Mandir, Mirzapur, Uttar Pradesh 231001",Open · Closes 7 pm,"{'latitude': 25.1330247, 'longitude': 82.56364169999999}",0x398feba7ef8b9eb5:0xf7a4b9553579fcfa
Shri Krishna Academy,Coaching Institutes,"Mirzapur, Uttar Pradesh",,,4.8,22,"2nd right, turn, In Sanskaar Public School, Pandeypur Rd, opposite Ajora Garden, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1430735, 'longitude': 82.584119}",0x398fc195586a282f:0xbc901c4f8ab45c98
Maths and learning lab teaching institute,Coaching Institutes,"Mirzapur, Uttar Pradesh",094526 64974,,4.8,31,"4HQJ+X39, Shuklaha Kachahari Rd, Dhauru Pur, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1399173, 'longitude': 82.5802502}",0x398fc10075e5a6c9:0x5cf2bf17dac6f4b1
Mahendra Educational Private Limited,Coaching Institutes,"Mirzapur, Uttar Pradesh",,https://www.mahendras.org/,3.7,31,"INFRONT OF K.B.P.G., COLLEGE MUSSAFARGANJ, Mirzapur, Uttar Pradesh 231001",Open · Closes 7:30 pm,"{'latitude': 25.148262499999998, 'longitude': 82.5600487}",0x398fea7f13dd3d01:0x77808048054ba8db
Computer Launcher Institute of Information Technology,Coaching Institutes,"Mirzapur, Uttar Pradesh",091408 35352,,4.9,108,"Arya Kanya Rd, Bhatwa Ki Pokhari, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open · Closes 7 pm,"{'latitude': 25.1473816, 'longitude': 82.57073679999999}",0x398fc1b5b99559d9:0x9846cf4a75c50c8b
Guru Coaching Center,Coaching Institutes,"Mirzapur, Uttar Pradesh",081153 46821,https://youtube.com/channel/UCy2PMAHufI2YPWf6jzHZ8AQ,4.7,15,"HomeNo, 412, Avas Vikas Colony, Dhauru Pur, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.138209699999997, 'longitude': 82.57659489999999}",0x398fc0315d9046ef:0x66b29a8118032a4c
Vindhya Computer Institute,Coaching Institutes,"Mirzapur, Uttar Pradesh",094511 68025,,3.7,388,"5H29+758, HOUSE No.-1218, Kishun Prasad Marg, Kishun Prasad Ki Gali, near City Kotwali, Malviya Nagar, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open · Closes 6 pm,"{'latitude': 25.1506698, 'longitude': 82.5675964}",0x398fc1d1560656a1:0xa959aa22248cddbb
American institute Of english language pvt.ltd,Coaching Institutes,"Mirzapur, Uttar Pradesh",083185 39743,http://www.aiel.in/,4.8,71,"Baghel ki gali Sankat Mochan Marg, Ghantaghar Rd, near hindu balika school, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open · Closes 7 pm,"{'latitude': 25.1512989, 'longitude': 82.572418}",0x398febdad44ca52f:0xd9e463751417e198
Garvit Sir,Coaching Institutes,"Mirzapur, Uttar Pradesh",,,5,41,"Purani Bajaji, pakka ghat, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1512481, 'longitude': 82.56521599999999}",0x398fc1c89e40a9ad:0x9cbe276fafefb26e
BIMPS - Bharatiya Institute of Management & Professional Studies,Coaching Institutes,"Mirzapur, Uttar Pradesh",087956 00222,,4.8,99,"SH 74, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open · Closes 6 pm,"{'latitude': 25.1510951, 'longitude': 82.57102569999999}",0x398fc1d1f5d4bdb9:0xb631c16135e2e2a2
Aspirants Digital Library,Coaching Institutes,"Mirzapur, Uttar Pradesh",096161 65379,https://aspirants-library.lovable.app/,4.9,261,"Rajshree colony, Police Line Rd, near national convent school, Rajarshi Nagar Colony, Mirzapur, Uttar Pradesh 231001",Open · Closes 10 pm,"{'latitude': 25.1434823, 'longitude': 82.5825866}",0x398fc1557d0235a9:0x6ea988dfe3f84b5f
R.S. Coaching classes,Coaching Institutes,"Mirzapur, Uttar Pradesh",,,5,1,"Rajendra nagar, Landmark -Raj Mandir, thareater, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Closed · Opens 3 pm,"{'latitude': 25.1457309, 'longitude': 82.5738672}",0x398fc10c5b5fcd01:0x92e073b92083a2b1
science academy,Coaching Institutes,"Mirzapur, Uttar Pradesh",079055 37216,,4.5,44,"5H2F+36H, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1501938, 'longitude': 82.57310989999999}",0x398fc1cd92b345ef:0x19f4cec06cf39a55
Popular Hospital Mirzapur,Hospitals,"Mirzapur, Uttar Pradesh",1800 121 141 000,https://www.popularhospital.in/contact-us-mirzapur.php,4.5,546,"243/3, Jangi Rd, near Natwan, Police Chowki, Bharuhana, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1426542, 'longitude': 82.54359819999999}",0x398febb7db9b8b71:0x8367e346b16a9a29
"City Hospital | Top Ophthalmologist & Gynecologist in Mirzapur | Cataract Surgery, Normal and Cesarean Delivery",Hospitals,"Mirzapur, Uttar Pradesh",094521 44578,https://cityhospitalmzp.com/,4.8,438,"Bariyaghat Rd, Pakki Sarai, Mirzapur, Uttar Pradesh 231001",Open · Closes 2 pm,"{'latitude': 25.151491999999998, 'longitude': 82.57202269999999}",0x398fc1d1f07b9d0b:0xe6037c6c0b90428e
Aiva Hospital - Best Eye Specialist | Eye Surgeon | Gynae Doctor in Mirzapur,Hospitals,"Mirzapur, Uttar Pradesh",073100 10210,,4.7,550,"Civil Lines Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.153268699999998, 'longitude': 82.5831912}",0x398fc1c9c6868917:0x1668f94edaae0c67
The life hospital & Medical institute,Hospitals,"Mirzapur, Uttar Pradesh",075819 62364,https://tlhmi.in/,5,54,"NH 76, Jangi Rd, near sabri chauraha, in front of oxygen gym, Teliyaganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.136753499999998, 'longitude': 82.5603802}",0x398fc1aeccfd0843:0x3b9a760eb1f50fad
"Sumangal Hospital (सुमंगल हॉस्पिटल,डॉ.अपूर्व सर्राफ, डॉ.शेफाली सर्राफ) Mirzapur(U.P)",Hospitals,"Mirzapur, Uttar Pradesh",063876 07770,,4.9,135,"Swami Dayanand Marg, Arya Kanya Rd, near Aryakanya School, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.148871, 'longitude': 82.57164879999999}",0x398fc1592f37f2ab:0xbea20b10387e3dd1
RamKrishna Sewashram Hospital - A Round Table India Project,Hospitals,"Mirzapur, Uttar Pradesh",095691 98007,http://rkshospital.in/,4.6,127,"near ojhlapull and near daffodils school, Lallaghat, Gopalpur, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.151432399999997, 'longitude': 82.530862}",0x398fea5a5fe4b48f:0x9a3f8b5a2d1f7986
DIVISIONAL Hospital,Hospitals,"Mirzapur, Uttar Pradesh",,,3.7,157,"Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1536527, 'longitude': 82.57766509999999}",0x398fc1ced60e7cbf:0x72823c05b6bc96fb
Hospital shreeja Mirzapur,Hospitals,"Mirzapur, Uttar Pradesh",,,5,47,"Shuklha tiraha, Station Rd, Dhauru Pur, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1427917, 'longitude': 82.5809469}",0x398fc1deabe88879:0xe36d2b051fc6a470
Mirzapur City Hospital,Hospitals,"Mirzapur, Uttar Pradesh",063920 15342,,3.5,21,"4HR8+X48, Katra Bazirao, Katra, Mirzapur, Uttar Pradesh 231001",Open · Closes 4 pm,"{'latitude': 25.142404499999998, 'longitude': 82.5653281}",0x398fc02b10931f47:0x4968aad3ff37f11a
"Vivekanand Hospital & Research centre, Awas Vikas colony Mirzapur ,Uttarpradesh",Hospitals,"Mirzapur, Uttar Pradesh",073889 96692,,4.3,10,"vivekanand hospital & research centre, Avas Vikas Colony, Dhauru Pur, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.138016399999998, 'longitude': 82.5761891}",0x398fc0316dbcf2cb:0x3d61435aa3526267
Anand Hospital And Maternity Home,Hospitals,"Mirzapur, Uttar Pradesh",05442 252 929,,4.1,72,"5H3J+588, Mission Compound Rd, Near ICICI Bank, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 3 pm · Reopens 6 pm,"{'latitude': 25.152924499999997, 'longitude': 82.58083359999999}",0x398fc1c97349a497:0xdcda62b860c91884
Sri Krishna Hospital,Hospitals,"Mirzapur, Uttar Pradesh",093892 17051,,4.7,75,"Katra Bazirao Rd, Katra Bazirao, Mirzapur, Uttar Pradesh 231001",Open · Closes 5 pm,"{'latitude': 25.1423643, 'longitude': 82.5652945}",0x398fc02b1a807b29:0xa309e84956d7afb2
Dr. D.D Tripathi Memorial Hospital,Hospitals,"Mirzapur, Uttar Pradesh",094152 31873,,4.3,23,"5H4M+85P, Raj Vijaypur Kothi, Civil Lines Rd, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1558384, 'longitude': 82.5829387}",0x398fc1c822a75e83:0xd4b414943a7d4d70
Mritunjai Hospital,Hospitals,"Mirzapur, Uttar Pradesh",088081 47820,https://www.facebook.com/profile.php?id=61552649332029&mibextid=LQQJ4d,3.9,16,"Badli Katra, Girdhar Ka Chauraha, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1456685, 'longitude': 82.5710126}",0x398fc1d2c8ab5933:0x64380cef29d2d1d6
Maa Seeta Hospital And Fracture Clinic,Hospitals,"Mirzapur, Uttar Pradesh",094152 57684,,4.5,73,"Tehsil Crossing, Police Line Rd, Aghauli, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1432191, 'longitude': 82.5811806}",0x398fc035035852f1:0x1ed7df8204d3c89c
Government Women Hospital,Hospitals,"Mirzapur, Uttar Pradesh",,,3.9,8,"5H2G+XM3, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.152254, 'longitude': 82.57678}",0x398fc18c5ea1b39f:0x8dd95a430625a63
"Om hospital,mirzapur",Hospitals,"Mirzapur, Uttar Pradesh",078888 65691,,5,13,"Sarswati vihar colony, Bharuna Chauraha, near Anupriya patel's resident, Devapur Pachawal, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1330392, 'longitude': 82.5813239}",0x398fc16e24e40fab:0xc22a99c408d1a86a
Samriddhi Hospital,Hospitals,"Mirzapur, Uttar Pradesh",089220 90240,,5,5,"Pandey Marg, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1537035, 'longitude': 82.5825766}",0x398fc118a2ee6333:0x2cad816af90d7c6
KRISHNA HOSPITAL AND MEDICAL HEALTH CARE CENTER,Hospitals,"Mirzapur, Uttar Pradesh",05442 355 771,,4.3,70,"front of church, Mission Compound Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.153213599999997, 'longitude': 82.5790208}",0x398fc1c9244f1f01:0x3d37be5de45c77d6
Elite Hospital,Hospitals,"Mirzapur, Uttar Pradesh",086049 37377,,3.3,21,"Ramaipatti Main Rd, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.153752599999997, 'longitude': 82.5825563}",0x398fc1af29a9a537:0xdef0abfed4a635a7
The life hospital & Medical institute,Private Clinics,"Mirzapur, Uttar Pradesh",075819 62364,https://tlhmi.in/,5,54,"NH 76, Jangi Rd, near sabri chauraha, in front of oxygen gym, Teliyaganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.136753499999998, 'longitude': 82.5603802}",0x398fc1aeccfd0843:0x3b9a760eb1f50fad
Popular Hospital Mirzapur,Private Clinics,"Mirzapur, Uttar Pradesh",1800 121 141 000,https://www.popularhospital.in/contact-us-mirzapur.php,4.5,546,"243/3, Jangi Rd, near Natwan, Police Chowki, Bharuhana, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1426542, 'longitude': 82.54359819999999}",0x398febb7db9b8b71:0x8367e346b16a9a29
Hayat Poly Clinic and Maternity Centre Mirzapur,Private Clinics,"Mirzapur, Uttar Pradesh",077528 77577,,4.4,12,"Hayat nagar, Sabri Rd, Ganga Darshan Colony, Saket Puri Colony, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 6 pm,"{'latitude': 25.1415845, 'longitude': 82.55366599999999}",0x398fea86e08afcd9:0x2f98994b9856a93d
Dr. D.D Tripathi Memorial Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",094152 31873,,4.3,23,"5H4M+85P, Raj Vijaypur Kothi, Civil Lines Rd, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1558384, 'longitude': 82.5829387}",0x398fc1c822a75e83:0xd4b414943a7d4d70
"City Hospital | Top Ophthalmologist & Gynecologist in Mirzapur | Cataract Surgery, Normal and Cesarean Delivery",Private Clinics,"Mirzapur, Uttar Pradesh",094521 44578,https://cityhospitalmzp.com/,4.8,438,"Bariyaghat Rd, Pakki Sarai, Mirzapur, Uttar Pradesh 231001",Open · Closes 2 pm,"{'latitude': 25.151491999999998, 'longitude': 82.57202269999999}",0x398fc1d1f07b9d0b:0xe6037c6c0b90428e
Hakeem Rehmani Clinic | Best Sexologist in Mirzapur | Top Ayurvedic Sexual Health (Gupt Rog) Doctor,Private Clinics,"Mirzapur, Uttar Pradesh",076681 06641,https://www.hakeemrehmaniclinic.com/,5,104,"Rewa Road, opp. Polytechnic, Bhathuwa, Ratanganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1371039, 'longitude': 82.56559899999999}",0x398fc1a3b1fce13d:0x5fe808f61c59cc4e
"Sumangal Hospital (सुमंगल हॉस्पिटल,डॉ.अपूर्व सर्राफ, डॉ.शेफाली सर्राफ) Mirzapur(U.P)",Private Clinics,"Mirzapur, Uttar Pradesh",063876 07770,,4.9,135,"Swami Dayanand Marg, Arya Kanya Rd, near Aryakanya School, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.148871, 'longitude': 82.57164879999999}",0x398fc1592f37f2ab:0xbea20b10387e3dd1
KRISHNA HOSPITAL AND MEDICAL HEALTH CARE CENTER,Private Clinics,"Mirzapur, Uttar Pradesh",05442 355 771,,4.3,70,"front of church, Mission Compound Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.153213599999997, 'longitude': 82.5790208}",0x398fc1c9244f1f01:0x3d37be5de45c77d6
Aiva Hospital - Best Eye Specialist | Eye Surgeon | Gynae Doctor in Mirzapur,Private Clinics,"Mirzapur, Uttar Pradesh",073100 10210,,4.7,550,"Civil Lines Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.153268699999998, 'longitude': 82.5831912}",0x398fc1c9c6868917:0x1668f94edaae0c67
Dr. A. K. Singh,Private Clinics,"Mirzapur, Uttar Pradesh",,,4,34,"4HJ8+9GW, Surekapuram Colony, Teliyaganj, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.130990399999998, 'longitude': 82.5663192}",0x398fc0266ea243e5:0xb3ff82afc9efa3ef
Health Clinic | Hospital in Mirzapur,Private Clinics,"Mirzapur, Uttar Pradesh",097088 23069,,5,1,"Shahiba Nagar, Imambada Rd, Ganga Darshan Colony, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1468039, 'longitude': 82.5530837}",0x398fea879b75aaeb:0x58229e0743758389
Maa Seeta Hospital And Fracture Clinic,Private Clinics,"Mirzapur, Uttar Pradesh",094152 57684,,4.5,73,"Tehsil Crossing, Police Line Rd, Aghauli, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1432191, 'longitude': 82.5811806}",0x398fc035035852f1:0x1ed7df8204d3c89c
Khushboo Child Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",094553 58441,,3.5,34,"488 -Avas Vihar Colony, Post. Sadar, Shuklaha Kachahari Rd, near railway station, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.137596199999997, 'longitude': 82.57734599999999}",0x398fc03139c4534d:0xe2147f382e4d1e1d
Anand Hospital And Maternity Home,Private Clinics,"Mirzapur, Uttar Pradesh",05442 252 929,,4.1,72,"5H3J+588, Mission Compound Rd, Near ICICI Bank, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 3 pm · Reopens 6 pm,"{'latitude': 25.152924499999997, 'longitude': 82.58083359999999}",0x398fc1c97349a497:0xdcda62b860c91884
"Shyam Homeo Clinic, Dr. M.K. DUBEY",Private Clinics,"Mirzapur, Uttar Pradesh",082993 45029,,4.8,79,"Aghauli, Mahuaria, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.1449893, 'longitude': 82.57749179999999}",0x398fc1497d2e3151:0xc951f505e2835f37
New Khushi Poly Clinic,Private Clinics,"Mirzapur, Uttar Pradesh",093054 99899,,4.2,6,"Baghel Ki Gali, Wellesley Ganj, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.1525477, 'longitude': 82.57231639999999}",0x398fc1d1e198d0e5:0x2502642504156ec9
Yash Poly Clinic Mirzapur,Private Clinics,"Mirzapur, Uttar Pradesh",095802 40780,,5,1,"358, Katra Bazirao, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 2 pm,"{'latitude': 25.143245999999998, 'longitude': 82.5669364}",0x398fc1a74e6babc7:0x48b585c067d8497c
Srijan hospital,Private Clinics,"Mirzapur, Uttar Pradesh",,,5,22,"4HQM+828, Police Line Rd, Vindhyavasini Colony, Hariharpur, Mirzapur, Uttar Pradesh 231001",Closed · Opens 2 pm,"{'latitude': 25.1382954, 'longitude': 82.5825734}",0x398fc1929962edb5:0xf04dbe089637ffe1
Dr.Meena Vishwakarma,Private Clinics,"Mirzapur, Uttar Pradesh",,,2.7,128,"5H2C+XQ2, Bariyaghat Rd, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.151808, 'longitude': 82.5720376}",0x398fc1d1e550525d:0x644891acdfb0f7c2
Elite Hospital,Private Clinics,"Mirzapur, Uttar Pradesh",086049 37377,,3.3,21,"Ramaipatti Main Rd, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.153752599999997, 'longitude': 82.5825563}",0x398fc1af29a9a537:0xdef0abfed4a635a7
Pathkind Labs,Diagnostic Centers,"Mirzapur, Uttar Pradesh",095134 45243,https://nearby.pathkindlabs.com/pathkind-labs-ganesh-ganj-mirzapur-28609/home?utm_source=GMB,4.8,367,"Rambagh Rd, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open · Closes 8 pm,"{'latitude': 25.150745399999998, 'longitude': 82.57479409999999}",0x398fc1cdd625d3a5:0x7a8cbb79c52a620c
Rudra Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",081740 71224,https://www.facebook.com/share/16Ggzz6WWy/?mibextid=wwXIfr,4.5,19,"Office, Mission compound road, Zila Panchayat Rd, near Icici Bank Front Of, Ramaipatti, Mirzapur, Uttar Pradesh 231001",Open · Closes 9 pm,"{'latitude': 25.1531354, 'longitude': 82.581491}",0x398fc1000780839b:0xeabf89707bd869d
Rudrapath lab & Rudra Diagnostic Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",081740 71224,,4.5,40,"Tahsil chauraha, Pandeypur Rd, Cheruiram, Mirzapur, Uttar Pradesh 231001",Open · Closes 10 pm,"{'latitude': 25.1427141, 'longitude': 82.5813996}",0x398fc1b370c3c2c7:0xc526d1a3468165d6
Aditya Diagnostic & Satya CT Scan Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",070076 58176,,3.9,80,"5H2G+PG6, Rambagh Rd, near LIC office, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 9 pm,"{'latitude': 25.151785699999998, 'longitude': 82.5762778}",0x398fc1ce9a82d17f:0xf1c2481f4151ac3e
SRL Is Now agilus Diagnostics Women Hospital Rambag Road Mirzapur,Diagnostic Centers,"Mirzapur, Uttar Pradesh",096968 90749,,5,25,"Rambagh Rd, near Om Sai General Store, Pakki Sarai, Mirzapur, Uttar Pradesh 231001",Open · Closes 9 pm,"{'latitude': 25.152693199999998, 'longitude': 82.576202}",0x398fc11ff750cf1d:0xd387ffafec925488
Thyrocare Aarogyam Center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",094152 88181,https://www.thyrocare.com/,4.8,86,"Shop No. 139, City Lab, B T C, beside Nand Gopal Primary School, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Open · Closes 6 pm,"{'latitude': 25.1407112, 'longitude': 82.5626111}",0x398fc11ef2cc475f:0x137bd2e6555315f3
Mokosh diagnostic center,Diagnostic Centers,"Mirzapur, Uttar Pradesh",073550 56305,http://www.mokoshlab.com/,4.4,7,"near TB hospital, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1542334, 'longitude': 82.57902949999999}",0x398fc1bace658285:0x2ff5e0a5ace7f7ea
Metropolis Labs | Blood Test & Diagnostic Centre in Mirzapur,Diagnostic Centers,"Mirzapur, Uttar Pradesh",011 4116 8774,https://www.metropolisindia.com/lab/diagnostic-centre-in-police-line-road-near-surbhi-hotel-mirzapur,4.9,7,"Brahmachari Ka Kaun, Police Line Rd, near Surbhi Hotel, Rajarshi Nagar Colony, Mirzapur, Uttar Pradesh 231001",Open 24 hours,"{'latitude': 25.1436058, 'longitude': 82.5814774}",0x398fc03519e11d7d:0x4cd772961b291cd1
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Mirzapur, Uttar Pradesh",08071 221 625,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-civil-line-mirzapur-316567/Home?utm_source=locator&utm_medium=googleplaces,5,47,"Ground Floor, Kachehri Rd, near Petrol Pump, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Open · Closes 9:30 pm,"{'latitude': 25.155060799999998, 'longitude': 82.5829736}",0x398fc1b42cc4ca77:0xe372f6e84f168b35
